220,"telephone","word","household",0.04,0,0.02,0.03,0.06,0.09,0.15,0.28,0.31,0.39,0.43,0.57,0.69,0.64
221,"toothbrush","word","household",0,0,0.03,0.02,0.03,0.08,0.11,0.21,0.27,0.4,0.46,0.55,0.61,0.56
222,"towel","word","household",0,0,0,0.01,0.03,0.04,0.06,0.16,0.24,0.32,0.32,0.45,0.49,0.61
223,"watch","word","household",0,0,0.02,0.01,0.03,0.03,0.06,0.07,0.14,0.19,0.25,0.37,0.44,0.39
224,"aunt","word","people",0,0,0.02,0.01,0.04,0.02,0.05,0.04,0.08,0.11,0.14,0.24,0.29,0.36
225,"baby","word","people",0.11,0,0.27,0.28,0.37,0.48,0.45,0.58,0.7,0.77,0.75,0.79,0.9,0.86
226,"boy","word","people",0,0,0.03,0.01,0.05,0.07,0.07,0.14,0.22,0.25,0.32,0.46,0.59,0.61
227,"brother","word","people",0,0,0,0.03,0.02,0.04,0.03,0.09,0.09,0.08,0.14,0.16,0.23,0.31
228,"child","word","people",0,0,0,0,0,0,0.01,0.03,0.04,0.03,0.11,0.15,0.16,0.25
229,"daddy","word","people",0.67,0.86,0.66,0.7,0.64,0.76,0.74,0.76,0.9,0.89,0.93,0.88,0.93,0.89
230,"doctor","word","people",0,0,0,0,0.02,0.01,0.03,0.06,0.1,0.17,0.21,0.27,0.31,0.44
231,"friend","word","people",0,0,0,0,0.01,0.02,0.01,0.06,0.12,0.16,0.14,0.28,0.31,0.33
232,"person","word","people",0,0,0,0,0.01,0.01,0,0.04,0.05,0.07,0.11,0.13,0.21,0.33
233,"policeman","word","people",0,0,0,0,0,0,0.01,0.04,0.02,0.04,0.04,0.21,0.2,0.25
234,"sister","word","people",0,0,0.02,0.01,0,0,0.02,0.04,0.04,0.08,0.07,0.16,0.18,0.31
235,"girl","word","people",0,0,0.02,0.01,0.03,0.05,0.06,0.09,0.18,0.23,0.29,0.44,0.49,0.5
236,"grandma","word","people",0.11,0,0.17,0.19,0.2,0.34,0.31,0.43,0.5,0.59,0.61,0.63,0.76,0.67
237,"grandpa","word","people",0.22,0.14,0.19,0.25,0.23,0.29,0.29,0.39,0.38,0.45,0.43,0.56,0.71,0.53
238,"lady","word","people",0,0,0.03,0,0.03,0.05,0.07,0.09,0.21,0.28,0.25,0.39,0.53,0.5
239,"man","word","people",0,0,0.03,0.03,0.05,0.08,0.1,0.18,0.33,0.35,0.43,0.5,0.57,0.58
240,"mummy","word","people",0.63,0.57,0.64,0.64,0.64,0.79,0.75,0.82,0.87,0.92,0.89,0.92,0.93,0.89
241,"nanny","word","people",0.15,0.14,0.22,0.26,0.35,0.35,0.39,0.47,0.58,0.61,0.54,0.67,0.6,0.56
242,"people","word","people",0,0,0,0,0.01,0.01,0.03,0.1,0.13,0.16,0.21,0.31,0.38,0.44
243,"teacher","word","people",0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.04,0.09,0.07,0.14
244,"uncle","word","people",0,0,0,0,0.01,0.01,0.04,0.05,0.07,0.11,0.14,0.26,0.33,0.36
245,"bath","word","games_routines",0,0,0.12,0.16,0.19,0.25,0.29,0.46,0.56,0.67,0.64,0.71,0.8,0.75
246,"breakfast","word","games_routines",0,0,0.02,0.08,0.05,0.12,0.13,0.28,0.32,0.41,0.5,0.58,0.67,0.64
247,"bye bye","word","games_routines",0.26,0.14,0.42,0.49,0.55,0.72,0.67,0.77,0.86,0.97,0.82,0.87,0.97,0.86
248,"dinner","word","games_routines",0,0,0.03,0.02,0.04,0.11,0.14,0.26,0.27,0.36,0.43,0.49,0.57,0.47
249,"don't","word","games_routines",0,0,0,0,0.03,0.03,0.09,0.11,0.12,0.13,0.21,0.36,0.46,0.5
250,"hello","word","games_routines",0.26,0.29,0.23,0.28,0.33,0.51,0.51,0.61,0.74,0.88,0.71,0.79,0.91,0.86
251,"hi","word","games_routines",0.22,0.14,0.33,0.42,0.33,0.55,0.47,0.5,0.54,0.65,0.54,0.7,0.69,0.75
252,"lunch","word","games_routines",0,0,0,0.01,0.02,0.08,0.08,0.17,0.21,0.21,0.32,0.4,0.57,0.5
253,"nap","word","games_routines",0,0,0,0,0.03,0.05,0.09,0.07,0.19,0.21,0.25,0.32,0.44,0.5
254,"night night","word","games_routines",0.07,0,0.12,0.17,0.24,0.32,0.35,0.49,0.58,0.72,0.64,0.79,0.78,0.83
255,"no","word","games_routines",0.37,0.29,0.33,0.35,0.47,0.61,0.57,0.72,0.82,0.88,0.86,0.89,0.87,0.89
256,"pat-a-cake","word","games_routines",0,0,0.02,0.01,0.02,0.03,0.05,0.08,0.06,0.12,0.04,0.17,0.23,0.28
257,"peekaboo","word","games_routines",0.22,0.14,0.17,0.24,0.3,0.37,0.37,0.47,0.53,0.68,0.61,0.7,0.72,0.64
258,"please","word","games_routines",0.04,0,0.11,0.09,0.22,0.28,0.37,0.53,0.65,0.76,0.57,0.78,0.82,0.92
259,"shh / hush / shush","word","games_routines",0,0,0.19,0.18,0.25,0.36,0.38,0.47,0.6,0.56,0.71,0.75,0.77,0.78
260,"tea","word","games_routines",0,0,0.05,0.07,0.11,0.15,0.23,0.39,0.45,0.56,0.68,0.64,0.76,0.61
261,"thank you","word","games_routines",0.19,0,0.25,0.27,0.43,0.49,0.52,0.56,0.69,0.79,0.71,0.78,0.87,0.86
262,"wait","word","games_routines",0,0,0,0,0.02,0.04,0.08,0.13,0.24,0.24,0.25,0.43,0.51,0.44
263,"want to","word","games_routines",0,0,0,0.01,0,0.04,0.02,0.06,0.1,0.09,0.25,0.29,0.38,0.39
264,"yes","word","games_routines",0.3,0,0.23,0.25,0.37,0.48,0.47,0.64,0.73,0.71,0.64,0.79,0.84,0.81
265,"bite","word","action_words",0,0,0,0.01,0,0.03,0.05,0.12,0.12,0.17,0.36,0.32,0.38,0.5
266,"blow","word","action_words",0,0,0.03,0.02,0.03,0.04,0.03,0.14,0.2,0.25,0.21,0.39,0.47,0.47
267,"break","word","action_words",0,0,0,0,0,0.01,0.02,0.05,0.09,0.17,0.29,0.38,0.34,0.47
268,"bring","word","action_words",0,0,0,0,0,0,0.02,0.04,0.05,0.09,0.11,0.15,0.2,0.31
269,"bump","word","action_words",0,0,0,0.05,0.03,0.07,0.08,0.17,0.17,0.27,0.36,0.42,0.53,0.5
270,"call","word","action_words",0,0,0,0.01,0,0,0.01,0.04,0.06,0.05,0.14,0.18,0.17,0.33
271,"carry","word","action_words",0,0,0,0,0,0.01,0.07,0.11,0.15,0.2,0.32,0.32,0.48,0.47
272,"catch","word","action_words",0,0,0.02,0.02,0.05,0.07,0.06,0.14,0.15,0.21,0.25,0.32,0.47,0.53
273,"clean","word","action_words",0,0,0.02,0,0.03,0.03,0.05,0.13,0.17,0.16,0.32,0.41,0.48,0.56
274,"cry","word","action_words",0,0,0.02,0,0.01,0.01,0.04,0.09,0.14,0.16,0.36,0.46,0.52,0.56
275,"cuddle","word","action_words",0.04,0,0.11,0.05,0.1,0.13,0.22,0.34,0.36,0.55,0.5,0.6,0.79,0.58
276,"cut","word","action_words",0,0,0,0,0,0.01,0.05,0.05,0.05,0.08,0.14,0.21,0.23,0.39
277,"dance","word","action_words",0,0,0.03,0,0.02,0.07,0.1,0.18,0.24,0.27,0.25,0.48,0.59,0.53
278,"draw","word","action_words",0,0,0,0,0.01,0.03,0.03,0.11,0.18,0.23,0.36,0.42,0.57,0.5
279,"drink","word","action_words",0.04,0,0.06,0.06,0.08,0.12,0.19,0.28,0.35,0.44,0.5,0.64,0.71,0.67
280,"drive","word","action_words",0,0,0,0,0.01,0,0.01,0.03,0.1,0.15,0.29,0.29,0.41,0.47
281,"drop","word","action_words",0,0,0.02,0,0.01,0.04,0.05,0.07,0.13,0.11,0.21,0.37,0.49,0.42
282,"eat","word","action_words",0.04,0,0.02,0.02,0.05,0.06,0.1,0.17,0.26,0.28,0.29,0.49,0.6,0.5
283,"fall","word","action_words",0,0,0.02,0,0.01,0.01,0.04,0.07,0.15,0.15,0.29,0.38,0.45,0.5
284,"feed","word","action_words",0,0,0,0,0.01,0,0,0.03,0.08,0.08,0.11,0.21,0.28,0.33
285,"find","word","action_words",0,0,0,0,0.01,0.01,0.01,0.03,0.08,0.12,0.25,0.26,0.39,0.5
286,"finish","word","action_words",0,0,0.03,0.01,0.04,0.04,0.07,0.1,0.19,0.13,0.39,0.38,0.45,0.47
287,"get","word","action_words",0,0,0.02,0,0.02,0.02,0.02,0.07,0.12,0.2,0.32,0.37,0.45,0.44
288,"give","word","action_words",0,0,0,0,0.02,0.01,0.01,0.04,0.08,0.04,0.11,0.23,0.33,0.44
289,"go","word","action_words",0.04,0,0.02,0.07,0.07,0.13,0.14,0.2,0.28,0.39,0.46,0.55,0.64,0.58
290,"have","word","action_words",0,0,0,0,0.01,0,0.01,0.05,0.1,0.09,0.21,0.26,0.39,0.42
291,"hear","word","action_words",0,0,0,0,0.01,0,0.01,0.03,0.08,0.05,0.11,0.18,0.3,0.31
292,"help","word","action_words",0,0,0.02,0,0.04,0.06,0.08,0.17,0.24,0.23,0.36,0.41,0.56,0.53
293,"hit","word","action_words",0,0,0,0,0.01,0,0.01,0.05,0.08,0.11,0.21,0.27,0.37,0.44
294,"hug","word","action_words",0,0,0.05,0.01,0.04,0.05,0.05,0.1,0.19,0.2,0.21,0.37,0.41,0.47
295,"hurry","word","action_words",0,0,0,0,0,0,0.01,0.02,0.1,0.07,0.14,0.25,0.29,0.31
296,"jump","word","action_words",0,0,0,0,0.04,0.07,0.08,0.22,0.28,0.45,0.36,0.59,0.66,0.58
297,"kick","word","action_words",0,0,0.02,0.01,0.05,0.04,0.06,0.09,0.2,0.21,0.25,0.43,0.48,0.47
298,"kiss","word","action_words",0,0,0,0.02,0.09,0.11,0.15,0.26,0.38,0.44,0.39,0.57,0.66,0.69
299,"know","word","action_words",0,0,0,0.01,0,0,0,0.02,0.02,0.05,0.04,0.12,0.17,0.22
300,"like","word","action_words",0,0,0,0,0,0.01,0.03,0.06,0.15,0.21,0.18,0.41,0.52,0.47
301,"look","word","action_words",0,0.14,0.05,0.07,0.08,0.12,0.16,0.26,0.33,0.39,0.39,0.54,0.74,0.56
302,"love","word","action_words",0,0,0,0,0.03,0.04,0.07,0.1,0.18,0.27,0.29,0.42,0.39,0.56
303,"make","word","action_words",0,0,0,0,0,0.01,0.01,0.03,0.07,0.05,0.14,0.18,0.29,0.36
304,"open","word","action_words",0,0,0,0.01,0.04,0.06,0.09,0.19,0.24,0.32,0.5,0.54,0.67,0.61
305,"play","word","action_words",0,0,0.02,0,0.04,0.03,0.08,0.16,0.29,0.27,0.5,0.49,0.66,0.64
306,"pull","word","action_words",0,0,0,0,0.03,0.05,0.03,0.11,0.17,0.25,0.21,0.38,0.46,0.44
307,"push","word","action_words",0,0,0,0.01,0.02,0.04,0.03,0.12,0.19,0.27,0.18,0.42,0.48,0.56
308,"put","word","action_words",0,0,0,0,0.01,0.01,0.01,0.06,0.06,0.08,0.21,0.21,0.32,0.36
309,"read","word","action_words",0,0,0,0,0.02,0.04,0.03,0.06,0.17,0.23,0.32,0.35,0.56,0.53
310,"ride","word","action_words",0,0,0,0,0,0.01,0.04,0.06,0.11,0.08,0.18,0.21,0.4,0.47
311,"run","word","action_words",0,0,0,0,0.02,0.03,0.05,0.12,0.17,0.27,0.36,0.47,0.64,0.56
312,"say","word","action_words",0,0,0,0,0.01,0.02,0,0.04,0.06,0.09,0.11,0.21,0.24,0.42
313,"scratch","word","action_words",0,0,0,0,0,0.01,0.03,0.03,0.06,0.07,0.14,0.19,0.25,0.39
314,"see","word","action_words",0,0,0.02,0,0.02,0.04,0.02,0.11,0.16,0.19,0.25,0.37,0.45,0.47
315,"show","word","action_words",0,0,0,0,0.01,0.02,0.01,0.04,0.06,0.09,0.14,0.21,0.25,0.36
316,"shut / close","word","action_words",0,0,0.03,0.01,0.05,0.06,0.05,0.12,0.22,0.28,0.32,0.46,0.55,0.61
317,"sing","word","action_words",0,0,0,0.02,0.02,0.03,0.04,0.07,0.17,0.24,0.21,0.43,0.47,0.5
318,"sleep","word","action_words",0,0,0,0,0.03,0.06,0.09,0.17,0.28,0.33,0.36,0.57,0.67,0.64
319,"smile","word","action_words",0,0,0,0,0,0,0.03,0.06,0.1,0.11,0.11,0.32,0.39,0.42
320,"splash","word","action_words",0,0,0.03,0.06,0.08,0.11,0.14,0.22,0.29,0.31,0.36,0.56,0.63,0.58
321,"stop","word","action_words",0,0,0,0.02,0.03,0.06,0.14,0.16,0.33,0.31,0.43,0.54,0.64,0.72
322,"swim","word","action_words",0,0,0,0,0.01,0.01,0.08,0.09,0.21,0.24,0.32,0.43,0.54,0.58
323,"swing","word","action_words",0,0,0,0.01,0.02,0.04,0.12,0.17,0.24,0.36,0.32,0.48,0.56,0.58
324,"take","word","action_words",0,0,0,0,0,0,0.01,0.03,0.05,0.07,0.18,0.21,0.23,0.36
325,"tell","word","action_words",0,0,0,0,0,0,0,0.01,0.01,0.04,0.04,0.11,0.18,0.33
326,"throw","word","action_words",0,0,0,0,0.01,0.02,0.03,0.06,0.15,0.15,0.29,0.41,0.45,0.47
327,"tickle","word","action_words",0,0,0.05,0.03,0.07,0.15,0.14,0.28,0.32,0.41,0.54,0.49,0.63,0.64
328,"walk","word","action_words",0,0,0.02,0.01,0.03,0.05,0.14,0.26,0.32,0.4,0.43,0.57,0.69,0.69
329,"wash","word","action_words",0,0,0,0,0.02,0.04,0.08,0.15,0.19,0.28,0.25,0.47,0.46,0.58
330,"watch","word","action_words",0,0,0,0,0.01,0.02,0.03,0.08,0.12,0.15,0.18,0.3,0.36,0.42
331,"wipe","word","action_words",0,0,0.02,0,0.01,0.03,0.04,0.11,0.16,0.21,0.25,0.37,0.47,0.56
332,"write","word","action_words",0,0,0,0,0,0,0.02,0.02,0.06,0.05,0.18,0.13,0.22,0.31
333,"all gone","word","descriptive_words",0.07,0,0.17,0.18,0.27,0.43,0.39,0.56,0.65,0.77,0.71,0.72,0.84,0.72
334,"asleep","word","descriptive_words",0,0,0,0.01,0,0.03,0.07,0.08,0.18,0.25,0.32,0.41,0.57,0.58
335,"bad","word","descriptive_words",0,0,0,0,0,0.01,0.04,0.04,0.08,0.07,0.18,0.14,0.17,0.39
336,"big","word","descriptive_words",0,0,0.02,0,0,0.02,0.05,0.12,0.14,0.23,0.36,0.38,0.48,0.53
337,"blue","word","descriptive_words",0,0,0.03,0,0.06,0.07,0.13,0.18,0.3,0.32,0.36,0.5,0.59,0.61
338,"broken","word","descriptive_words",0,0,0.02,0,0.01,0.04,0.03,0.13,0.16,0.31,0.25,0.49,0.57,0.56
339,"careful","word","descriptive_words",0,0,0,0,0.01,0.02,0.05,0.09,0.15,0.19,0.25,0.38,0.45,0.5
340,"clean","word","descriptive_words",0,0,0.02,0,0.02,0.03,0.07,0.11,0.16,0.24,0.32,0.48,0.45,0.47
341,"cold","word","descriptive_words",0,0,0.03,0.01,0.03,0.06,0.12,0.29,0.33,0.48,0.43,0.58,0.64,0.67
342,"dark","word","descriptive_words",0,0,0.02,0,0.03,0.02,0.08,0.22,0.19,0.27,0.39,0.44,0.51,0.58
343,"dirty","word","descriptive_words",0,0,0.02,0.02,0.04,0.11,0.19,0.26,0.33,0.41,0.39,0.59,0.74,0.58
344,"dry","word","descriptive_words",0,0,0,0,0,0.01,0.04,0.05,0.11,0.13,0.29,0.27,0.33,0.42
345,"empty","word","descriptive_words",0,0,0,0.01,0,0.02,0.07,0.04,0.09,0.17,0.29,0.26,0.31,0.36
346,"fast","word","descriptive_words",0,0,0,0,0.01,0,0.02,0.08,0.08,0.19,0.14,0.28,0.39,0.47
347,"fine","word","descriptive_words",0,0,0,0,0,0,0.02,0.01,0.04,0,0.07,0.12,0.21,0.19
348,"gentle","word","descriptive_words",0,0.14,0,0,0.02,0.02,0.08,0.08,0.13,0.13,0.25,0.29,0.32,0.42
349,"good","word","descriptive_words",0,0,0,0,0.04,0.06,0.08,0.11,0.19,0.21,0.21,0.36,0.32,0.47
350,"green","word","descriptive_words",0,0,0.03,0,0.01,0.05,0.07,0.15,0.25,0.23,0.36,0.45,0.49,0.56
351,"happy","word","descriptive_words",0,0,0,0.01,0.02,0.1,0.06,0.12,0.17,0.25,0.21,0.38,0.47,0.53
352,"hard","word","descriptive_words",0,0,0,0,0,0,0,0.02,0.08,0.09,0.14,0.17,0.21,0.36
353,"hot","word","descriptive_words",0,0,0.11,0.07,0.15,0.26,0.25,0.44,0.49,0.57,0.61,0.68,0.83,0.72
354,"hungry","word","descriptive_words",0,0,0,0,0.02,0.02,0.03,0.03,0.12,0.09,0.18,0.3,0.38,0.44
355,"hurt","word","descriptive_words",0,0,0.02,0,0.02,0.01,0.02,0.09,0.11,0.16,0.21,0.34,0.38,0.47
356,"little","word","descriptive_words",0,0,0,0,0,0.01,0.03,0.05,0.1,0.13,0.25,0.28,0.39,0.39
357,"nasty","word","descriptive_words",0,0,0,0,0,0,0,0.01,0.01,0.01,0.07,0.09,0.07,0.11
358,"naughty","word","descriptive_words",0,0,0,0,0.02,0.02,0.03,0.09,0.16,0.15,0.25,0.34,0.39,0.5
359,"nice","word","descriptive_words",0,0,0,0.01,0.03,0.06,0.05,0.07,0.15,0.27,0.25,0.38,0.44,0.44
360,"old","word","descriptive_words",0,0,0,0,0,0,0,0.02,0.02,0.05,0.07,0.09,0.09,0.17
361,"pretty","word","descriptive_words",0,0,0,0.01,0.06,0.09,0.08,0.1,0.19,0.21,0.29,0.38,0.43,0.5
362,"red","word","descriptive_words",0,0,0.02,0,0.01,0.04,0.07,0.17,0.29,0.32,0.46,0.54,0.59,0.53
363,"sad","word","descriptive_words",0,0,0,0,0,0.03,0.02,0.08,0.12,0.09,0.14,0.32,0.41,0.5
364,"scared","word","descriptive_words",0,0,0.02,0,0,0,0,0.05,0.05,0.07,0.11,0.21,0.22,0.39
365,"sick","word","descriptive_words",0,0,0,0,0,0.01,0.01,0.06,0.08,0.07,0.11,0.2,0.24,0.42
366,"sleepy","word","descriptive_words",0,0,0,0,0.02,0.03,0.04,0.06,0.09,0.12,0.29,0.28,0.34,0.42
367,"soft","word","descriptive_words",0,0,0,0,0.02,0.01,0.03,0.06,0.06,0.13,0.14,0.17,0.28,0.36
368,"thirsty","word","descriptive_words",0,0,0,0,0.03,0,0.03,0.03,0.12,0.11,0.21,0.19,0.29,0.42
369,"tired","word","descriptive_words",0,0,0,0,0,0.03,0.02,0.07,0.12,0.13,0.25,0.35,0.47,0.47
370,"wet","word","descriptive_words",0,0,0,0,0.05,0.08,0.11,0.24,0.35,0.39,0.57,0.56,0.63,0.64
371,"yellow","word","descriptive_words",0,0,0.03,0.02,0.02,0.06,0.09,0.17,0.25,0.25,0.39,0.5,0.55,0.56
372,"how","word","question_words",0,0,0,0,0,0,0,0.01,0.01,0.01,0.04,0.07,0.08,0.19
373,"what","word","question_words",0.04,0.14,0.05,0.03,0.03,0.05,0.07,0.1,0.13,0.08,0.25,0.23,0.32,0.5
374,"when","word","question_words",0,0,0,0,0,0,0.01,0.01,0.03,0.03,0.04,0.06,0.05,0.28
375,"where","word","question_words",0,0,0,0,0.04,0.04,0.04,0.09,0.13,0.09,0.18,0.24,0.4,0.53
376,"who","word","question_words",0.04,0.14,0.02,0.01,0.01,0.02,0.03,0.05,0.06,0.05,0.04,0.15,0.17,0.39
377,"why","word","question_words",0,0,0,0,0.02,0.01,0.01,0.05,0.1,0.04,0.11,0.17,0.24,0.19
378,"day","word","time_words",0,0,0,0,0,0.01,0,0.05,0.06,0.05,0.07,0.18,0.23,0.36
379,"later","word","time_words",0,0,0,0,0.01,0.01,0.03,0.04,0.07,0.12,0.21,0.24,0.31,0.36
380,"morning","word","time_words",0,0,0,0.01,0,0.03,0.02,0.06,0.1,0.12,0.18,0.38,0.41,0.47
381,"night","word","time_words",0,0,0,0.01,0.03,0.06,0.08,0.15,0.27,0.33,0.36,0.55,0.52,0.61
382,"now","word","time_words",0,0,0,0,0,0.02,0,0.02,0.1,0.05,0.18,0.2,0.36,0.44
383,"today","word","time_words",0,0,0,0,0,0,0,0.02,0.02,0.04,0.04,0.11,0.16,0.25
384,"tomorrow","word","time_words",0,0,0,0,0,0,0,0.03,0.03,0.04,0.04,0.1,0.15,0.17
385,"tonight","word","time_words",0,0,0,0,0,0,0,0.02,0,0.01,0.04,0.08,0.11,0.19
386,"her","word","pronouns",0,0,0,0,0,0,0,0.01,0.02,0.01,0.04,0.11,0.11,0.25
387,"his","word","pronouns",0,0,0,0,0,0,0,0.01,0.01,0,0.04,0.09,0.09,0.25
388,"I","word","pronouns",0,0,0,0.01,0,0.01,0,0.03,0.11,0.08,0.14,0.22,0.24,0.42
389,"it","word","pronouns",0,0,0,0,0,0.01,0.01,0.06,0.08,0.05,0.18,0.23,0.3,0.36
390,"me","word","pronouns",0,0,0.02,0.01,0.05,0.1,0.11,0.18,0.26,0.24,0.32,0.5,0.49,0.53
391,"mine","word","pronouns",0.04,0,0.03,0.07,0.07,0.16,0.08,0.35,0.43,0.4,0.43,0.62,0.71,0.69
392,"my","word","pronouns",0,0,0.02,0,0.01,0.04,0.01,0.09,0.17,0.17,0.29,0.43,0.44,0.47
393,"that","word","pronouns",0,0.14,0.05,0.03,0.05,0.06,0.08,0.11,0.19,0.16,0.25,0.33,0.39,0.44
394,"this","word","pronouns",0,0,0.03,0.07,0.03,0.05,0.04,0.08,0.12,0.08,0.14,0.28,0.4,0.47
395,"you","word","pronouns",0,0,0.02,0,0,0.02,0.03,0.06,0.12,0.12,0.25,0.29,0.43,0.47
396,"your","word","pronouns",0,0,0,0,0,0,0,0.02,0.04,0.05,0.14,0.17,0.26,0.39
397,"away","word","prepositions",0,0,0.02,0.01,0.03,0.02,0.02,0.09,0.14,0.19,0.32,0.29,0.39,0.44
398,"back","word","prepositions",0,0,0,0,0.02,0.05,0.08,0.12,0.17,0.2,0.43,0.42,0.44,0.5
399,"down","word","prepositions",0,0,0.05,0.05,0.09,0.16,0.2,0.26,0.35,0.41,0.46,0.59,0.61,0.58
400,"in","word","prepositions",0,0,0,0,0.01,0.04,0.07,0.08,0.19,0.17,0.32,0.37,0.44,0.44
401,"inside","word","prepositions",0,0,0,0,0,0.02,0.01,0.03,0.09,0.09,0.29,0.27,0.32,0.42
402,"off","word","prepositions",0,0,0,0.01,0.03,0.06,0.12,0.23,0.27,0.35,0.43,0.49,0.59,0.61
403,"on","word","prepositions",0,0,0,0,0.02,0.06,0.14,0.19,0.24,0.37,0.39,0.47,0.55,0.56
404,"out","word","prepositions",0,0,0,0,0.01,0.07,0.11,0.17,0.28,0.32,0.39,0.46,0.51,0.5
405,"there","word","prepositions",0,0,0,0.05,0.07,0.09,0.14,0.23,0.23,0.25,0.29,0.38,0.41,0.53
406,"under","word","prepositions",0,0,0,0,0,0,0,0.03,0.09,0.07,0.11,0.21,0.25,0.36
407,"up","word","prepositions",0.07,0.14,0.12,0.11,0.21,0.2,0.31,0.33,0.38,0.52,0.46,0.6,0.7,0.58
408,"all","word","prepositions",0,0,0,0.01,0.01,0.01,0.03,0.06,0.1,0.09,0.21,0.29,0.24,0.36
409,"again","word","prepositions",0,0,0.06,0.03,0.14,0.19,0.19,0.29,0.43,0.47,0.5,0.51,0.71,0.61
410,"another","word","prepositions",0,0,0,0,0,0.01,0.01,0.06,0.06,0.05,0.18,0.22,0.29,0.42
411,"more","word","prepositions",0,0,0.09,0.08,0.22,0.3,0.33,0.44,0.58,0.72,0.71,0.71,0.82,0.72
412,"none","word","prepositions",0,0,0,0,0,0.01,0.01,0.01,0.08,0.03,0.11,0.17,0.16,0.31
413,"not","word","prepositions",0,0,0,0,0,0.01,0.02,0.02,0.08,0.07,0.18,0.19,0.24,0.42
414,"other","word","prepositions",0,0,0,0,0,0,0,0.04,0.02,0.01,0.07,0.16,0.22,0.39
415,"same","word","prepositions",0,0,0,0,0,0.01,0,0.03,0.04,0.05,0,0.15,0.15,0.33
416,"some","word","prepositions",0,0,0,0,0.02,0.02,0.02,0.04,0.05,0.12,0.11,0.15,0.21,0.28
417,"chase","word","action_words",0,0,0.02,0,0,0.01,0.03,0.04,0.06,0.13,0.18,0.19,0.29,0.39
418,"smell","word","action_words",0,0,0,0,0.03,0.02,0.01,0.07,0.12,0.12,0.18,0.29,0.26,0.39
